Day,Date,City,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
75602,2011-11-29,Blida,23.3,29.5,9.0,7.2,1.1,E,46.0,NW,SSW,6.0,13.0,77.0,74.0,1009.9,1007.5,7.0,8.0,28.1,28.7,Yes,Yes
75603,2011-11-30,Blida,24.9,33.3,8.8,3.4,9.2,NW,28.0,SW,NW,7.0,22.0,83.0,57.0,1009.4,1006.5,7.0,7.0,29.1,32.9,Yes,No
75604,2011-12-01,Annaba,27.2,34.0,0.0,5.8,8.9,NE,63.0,WSW,WNW,9.0,19.0,71.0,61.0,1008.0,1004.8,6.0,7.0,31.5,33.4,No,Yes
75605,2011-12-02,Bejaia,22.4,33.6,17.6,8.8,7.9,ESE,41.0,SSE,SSW,13.0,11.0,75.0,57.0,1007.4,1003.9,8.0,7.0,27.0,32.0,Yes,No
75606,2011-12-03,Sidi Bel Abbes,25.5,33.5,0.0,5.4,11.0,W,35.0,N,S,6.0,26.0,73.0,64.0,1007.8,1004.0,4.0,6.0,30.9,30.1,No,No
75607,2011-12-04,Annaba,24.9,34.0,0.0,6.2,11.6,NW,30.0,ESE,N,13.0,17.0,66.0,58.0,1007.5,1004.2,2.0,3.0,29.6,33.0,No,Yes
75608,2011-12-05,Oran,25.4,34.1,1.2,7.6,9.4,N,31.0,SSW,W,11.0,24.0,77.0,60.0,1006.7,1003.5,7.0,7.0,29.1,33.0,Yes,No
75609,2011-12-06,Oran,27.0,33.6,0.0,6.8,8.7,NW,39.0,W,WNW,13.0,30.0,69.0,63.0,1007.2,1005.0,7.0,7.0,30.6,32.4,No,No
75610,2011-12-07,Skikda,27.6,34.6,0.0,7.0,8.3,WNW,37.0,SSW,WNW,9.0,22.0,71.0,55.0,1007.3,1004.0,5.0,7.0,30.7,34.2,No,No
75611,2011-12-08,Sidi Bel Abbes,25.7,32.9,0.4,7.2,3.1,SSW,31.0,SW,W,9.0,13.0,71.0,84.0,1006.3,1003.2,7.0,7.0,30.8,28.2,No,Yes
75612,2011-12-09,Skikda,25.3,32.8,24.4,5.2,5.9,NW,35.0,WNW,NNW,7.0,17.0,73.0,64.0,1007.0,1005.2,7.0,7.0,30.1,32.0,Yes,Yes
75613,2011-12-10,Sidi Bel Abbes,26.0,34.4,8.8,5.8,10.8,NNW,33.0,WNW,WNW,9.0,17.0,72.0,52.0,1008.4,1005.7,7.0,3.0,30.7,34.2,Yes,No
75614,2011-12-11,Oran,28.6,33.3,0.0,7.2,7.3,NNW,31.0,WNW,WNW,17.0,24.0,68.0,62.0,1009.7,1006.6,7.0,7.0,30.5,32.4,No,No
75615,2011-12-12,Annaba,28.5,31.6,0.0,6.6,0.0,NNE,61.0,NW,WNW,17.0,28.0,81.0,80.0,1008.9,1006.6,8.0,8.0,29.4,25.5,No,Yes
75616,2011-12-13,Oran,22.4,33.1,11.6,1.4,10.0,NNW,31.0,NNW,WNW,13.0,24.0,70.0,64.0,1007.8,1005.0,6.0,6.0,30.1,32.3,Yes,No
75617,2011-12-14,Constantine,26.3,33.4,0.0,7.4,6.1,NNE,46.0,,WNW,0.0,22.0,71.0,72.0,1007.0,1004.5,6.0,7.0,31.5,31.6,No,Yes
75618,2011-12-15,Constantine,23.9,33.7,11.4,3.8,10.1,NW,30.0,ESE,WNW,17.0,15.0,79.0,63.0,1006.6,1003.5,7.0,6.0,29.2,32.8,Yes,No
75619,2011-12-16,Setif,25.4,34.4,0.0,6.6,11.1,SSE,41.0,SSW,NW,9.0,20.0,66.0,60.0,1006.7,1003.4,6.0,7.0,30.1,32.9,No,No
75620,2011-12-17,Oran,24.8,33.9,0.0,7.6,8.3,,,E,N,9.0,15.0,69.0,59.0,1006.9,1003.5,4.0,6.0,30.2,32.6,No,Yes
75621,2011-12-18,Sidi Bel Abbes,24.7,33.0,36.2,4.2,7.2,N,24.0,SE,NNW,7.0,19.0,82.0,69.0,1007.4,1003.9,7.0,7.0,29.0,31.4,Yes,Yes
75622,2011-12-19,Sidi Bel Abbes,25.4,32.3,17.8,4.4,2.5,SE,50.0,ENE,NW,6.0,17.0,93.0,76.0,1007.2,1003.5,7.0,7.0,26.4,30.0,Yes,Yes
75623,2011-12-20,Constantine,25.0,31.5,9.6,3.8,1.9,WNW,30.0,S,WSW,13.0,7.0,83.0,90.0,1006.5,1003.8,8.0,8.0,28.9,27.4,Yes,Yes
75624,2011-12-21,Batna,25.3,33.6,5.0,1.6,7.6,E,35.0,SSE,NE,17.0,13.0,85.0,58.0,1005.3,1001.6,7.0,7.0,28.1,33.3,Yes,Yes
75625,2011-12-22,Skikda,24.6,33.2,5.8,5.8,7.9,NE,35.0,E,E,20.0,13.0,81.0,59.0,1003.4,1000.2,7.0,7.0,27.7,32.5,Yes,No
75626,2011-12-23,Skikda,25.9,31.9,0.2,6.2,3.8,ENE,35.0,SSE,E,19.0,13.0,74.0,89.0,1001.9,999.3,7.0,8.0,28.9,27.3,No,Yes
75627,2011-12-24,Constantine,24.4,31.7,42.6,4.4,0.3,SSE,41.0,S,SSE,19.0,11.0,84.0,91.0,1001.7,999.1,7.0,6.0,26.9,28.2,Yes,Yes
75628,2011-12-25,Oran,25.1,31.6,15.8,2.8,0.6,SE,50.0,SSE,SSE,22.0,15.0,71.0,61.0,1002.1,999.7,7.0,6.0,28.6,31.4,Yes,Yes
75629,2011-12-26,Annaba,25.3,31.5,7.2,4.8,1.7,S,44.0,SSW,WSW,28.0,28.0,70.0,61.0,1002.8,1001.1,7.0,8.0,28.5,30.1,Yes,No
75630,2011-12-27,Blida,25.3,33.4,0.4,4.4,7.3,SSW,37.0,SSW,SSW,17.0,24.0,69.0,56.0,1005.7,1001.7,7.0,7.0,27.9,32.6,No,No
75631,2011-12-28,Skikda,25.4,35.0,0.0,6.0,11.0,SSW,37.0,S,WSW,20.0,28.0,66.0,42.0,1005.4,1002.7,7.0,7.0,28.8,34.2,No,No
75632,2011-12-29,Constantine,28.5,34.6,0.0,6.8,7.2,WSW,43.0,WSW,WNW,24.0,19.0,71.0,50.0,1006.6,1004.2,7.0,7.0,31.8,33.7,No,No
75633,2011-12-30,Algiers,28.5,33.9,0.0,6.2,6.9,WNW,39.0,W,SSW,22.0,19.0,73.0,86.0,1008.1,1006.7,7.0,5.0,31.2,26.9,No,Yes
75634,2011-12-31,Algiers,25.5,33.5,11.2,5.6,9.4,WNW,46.0,W,WNW,17.0,30.0,76.0,66.0,1009.1,1005.8,5.0,3.0,30.3,32.9,Yes,Yes
75635,2012-01-01,Blida,24.9,34.1,7.2,6.8,10.3,NW,33.0,W,WNW,19.0,26.0,75.0,64.0,1009.7,1006.1,5.0,6.0,30.1,33.0,Yes,No
75636,2012-01-02,Batna,24.2,34.7,0.0,7.2,7.0,ESE,56.0,WNW,S,11.0,15.0,63.0,51.0,1009.2,1006.7,7.0,6.0,29.0,33.6,No,Yes
75637,2012-01-03,Oran,23.2,33.1,31.4,11.0,7.4,NE,67.0,,NE,0.0,20.0,82.0,69.0,1011.0,1007.1,7.0,7.0,29.4,32.7,Yes,No
75638,2012-01-04,Skikda,26.1,33.9,0.0,4.2,10.3,NNE,37.0,E,NNE,13.0,28.0,73.0,63.0,1011.3,1006.7,7.0,7.0,30.2,31.6,No,No
75639,2012-01-05,Skikda,25.9,34.1,0.0,6.0,9.1,NE,39.0,E,NNE,13.0,28.0,72.0,50.0,1010.9,1007.6,6.0,7.0,30.2,33.0,No,No
75640,2012-01-06,Annaba,25.5,34.1,0.0,7.0,10.2,N,35.0,NNE,NNE,19.0,19.0,75.0,49.0,1010.6,1008.0,7.0,7.0,29.4,33.7,No,No
75641,2012-01-07,Sidi Bel Abbes,26.7,33.3,0.0,6.8,11.2,NW,33.0,N,NNW,19.0,19.0,71.0,59.0,1010.7,1007.8,5.0,6.0,30.3,32.7,No,No
75642,2012-01-08,Blida,27.5,34.1,0.0,7.8,11.3,N,39.0,N,NNW,15.0,22.0,72.0,59.0,1010.0,1006.4,6.0,4.0,30.2,33.4,No,No
75643,2012-01-09,Sidi Bel Abbes,26.2,34.3,0.0,5.8,11.7,NE,39.0,ENE,ENE,15.0,24.0,79.0,45.0,1009.7,1006.3,4.0,5.0,29.4,33.5,No,No
75644,2012-01-10,Oran,25.7,35.0,0.0,8.0,12.1,ENE,41.0,ENE,NE,22.0,28.0,69.0,44.0,1009.2,1006.5,3.0,5.0,30.3,34.3,No,No
75645,2012-01-11,Constantine,25.8,34.7,0.0,9.0,9.8,NW,30.0,NE,W,9.0,17.0,74.0,51.0,1010.1,1006.4,6.0,7.0,29.9,33.6,No,No
75646,2012-01-12,Algiers,23.7,34.7,0.0,6.4,10.7,ESE,72.0,SE,WNW,17.0,17.0,70.0,48.0,1009.6,1006.0,7.0,6.0,28.3,33.4,No,No
75647,2012-01-13,Skikda,27.9,34.5,0.0,9.0,7.9,ESE,72.0,WSW,WNW,15.0,33.0,72.0,63.0,1009.0,1005.5,7.0,7.0,31.0,33.1,No,Yes
75648,2012-01-14,Constantine,21.9,34.7,19.0,8.2,10.0,ENE,30.0,SSE,NNW,11.0,19.0,76.0,56.0,1007.7,1004.1,4.0,5.0,27.2,33.4,Yes,No
75649,2012-01-15,Skikda,26.8,31.5,0.0,5.6,6.3,NW,46.0,NNW,W,20.0,15.0,68.0,66.0,1006.9,1003.9,6.0,7.0,30.0,29.4,No,Yes
75650,2012-01-16,Oran,25.6,33.7,4.4,4.0,8.8,ESE,59.0,N,WNW,6.0,22.0,77.0,66.0,1006.6,1004.0,7.0,7.0,30.4,33.3,Yes,No
75651,2012-01-17,Setif,25.0,34.8,0.0,6.6,6.2,NW,31.0,W,WNW,15.0,24.0,75.0,62.0,1007.8,1004.7,7.0,7.0,30.7,33.1,No,Yes
75652,2012-01-18,Batna,23.4,32.6,13.0,8.4,5.3,SE,61.0,NNW,S,7.0,11.0,96.0,60.0,1008.1,1004.3,8.0,7.0,24.4,31.1,Yes,No
75653,2012-01-19,Constantine,24.0,31.1,1.0,3.4,2.3,N,30.0,N,WSW,17.0,7.0,81.0,80.0,1007.8,1004.0,8.0,6.0,27.3,28.8,No,Yes
75654,2012-01-20,Batna,25.0,32.8,7.6,3.6,6.7,SSE,41.0,ESE,ESE,9.0,11.0,78.0,74.0,1006.6,1003.0,6.0,7.0,29.3,28.2,Yes,No
75655,2012-01-21,Annaba,24.4,32.8,0.4,5.6,7.0,ESE,43.0,NW,WNW,11.0,20.0,72.0,63.0,1004.9,1001.9,7.0,7.0,29.3,32.5,No,Yes
75656,2012-01-22,Skikda,23.5,31.9,8.4,6.0,8.6,NW,30.0,ESE,WNW,6.0,15.0,82.0,73.0,1006.0,1003.7,7.0,7.0,28.1,30.3,Yes,Yes
75657,2012-01-23,Annaba,25.3,32.4,21.8,6.8,5.0,SSW,48.0,S,SW,20.0,22.0,83.0,62.0,1003.7,999.8,7.0,7.0,28.4,32.1,Yes,Yes
75658,2012-01-24,Bejaia,24.7,27.7,29.0,7.2,0.0,WNW,80.0,E,WSW,24.0,7.0,96.0,98.0,1000.7,997.9,8.0,8.0,24.9,25.1,Yes,Yes
75659,2012-01-25,Algiers,24.0,28.7,182.2,,0.0,WNW,93.0,WNW,W,63.0,37.0,77.0,75.0,998.9,997.4,7.0,8.0,27.1,28.1,Yes,Yes
75660,2012-01-26,Sidi Bel Abbes,23.3,29.7,16.4,,0.0,SW,76.0,SW,W,39.0,24.0,85.0,79.0,1003.6,1002.2,7.0,8.0,23.6,28.7,Yes,Yes
75661,2012-01-27,Algiers,23.4,34.3,3.6,5.4,5.2,WSW,48.0,W,WSW,24.0,30.0,79.0,59.0,1005.4,1002.8,7.0,6.0,29.6,32.0,Yes,Yes
75662,2012-01-28,Batna,25.1,31.8,5.8,8.8,1.8,WSW,56.0,NNW,WSW,30.0,30.0,93.0,68.0,1006.6,1003.6,8.0,7.0,25.8,30.9,Yes,Yes
75663,2012-01-29,Batna,24.3,30.3,33.4,2.4,1.0,WSW,56.0,W,NW,13.0,6.0,81.0,96.0,1006.9,1003.8,7.0,8.0,27.3,25.0,Yes,Yes
75664,2012-01-30,Batna,24.0,28.4,30.0,5.4,0.0,SSW,43.0,W,WSW,15.0,17.0,93.0,83.0,1007.8,1005.8,8.0,8.0,26.2,27.3,Yes,Yes
75665,2012-01-31,Blida,24.0,28.0,44.6,3.2,0.0,SW,63.0,WNW,W,30.0,20.0,88.0,95.0,1007.1,1005.9,7.0,8.0,26.9,24.7,Yes,Yes
75666,2012-02-01,Setif,22.4,30.8,145.2,,3.1,S,54.0,WSW,NW,13.0,17.0,83.0,75.0,1006.1,1002.8,7.0,7.0,25.2,29.8,Yes,No
75667,2012-02-02,Oran,24.8,29.7,0.0,4.6,2.0,SSE,56.0,W,W,22.0,19.0,78.0,76.0,1004.8,1002.2,7.0,8.0,29.7,27.0,No,Yes
75668,2012-02-03,Blida,23.1,30.5,3.6,3.4,0.4,W,41.0,NW,WNW,15.0,30.0,82.0,76.0,1006.4,1004.4,6.0,7.0,27.6,29.2,Yes,No
75669,2012-02-04,Blida,26.2,32.3,0.0,4.0,10.8,W,48.0,W,W,28.0,31.0,75.0,62.0,1008.3,1006.1,6.0,3.0,29.5,31.6,No,No
75670,2012-02-05,Batna,27.4,32.8,0.0,7.2,11.1,WNW,48.0,WNW,WNW,24.0,30.0,72.0,60.0,1008.5,1005.3,5.0,3.0,29.9,31.5,No,No
75671,2012-02-06,Annaba,27.3,32.8,0.0,6.8,10.7,WSW,48.0,WNW,WNW,22.0,30.0,76.0,67.0,1005.8,1003.2,7.0,7.0,29.9,31.8,No,No
75672,2012-02-07,Algiers,28.1,29.9,0.0,8.8,0.0,SSE,59.0,W,NNW,17.0,9.0,76.0,84.0,1006.8,1005.3,8.0,8.0,29.7,25.6,No,Yes
75673,2012-02-08,Sidi Bel Abbes,22.6,32.2,27.2,2.6,7.2,ENE,44.0,WNW,NW,17.0,24.0,78.0,66.0,1008.3,1005.8,7.0,6.0,28.6,31.4,Yes,Yes
75674,2012-02-09,Batna,23.2,32.7,9.6,5.6,7.5,SE,37.0,SE,SSE,9.0,13.0,81.0,56.0,1009.1,1006.1,7.0,6.0,27.7,29.5,Yes,No
75675,2012-02-10,Sidi Bel Abbes,25.3,32.8,1.0,6.0,10.8,WNW,33.0,S,WNW,9.0,24.0,84.0,64.0,1009.0,1006.1,2.0,1.0,29.3,32.5,No,No
75676,2012-02-11,Setif,26.0,33.3,0.0,5.6,10.8,WNW,33.0,W,WNW,15.0,26.0,77.0,58.0,1009.6,1006.6,3.0,4.0,29.8,32.9,No,No
75677,2012-02-12,Annaba,26.0,33.4,0.0,5.2,10.4,NW,33.0,SW,NW,7.0,26.0,78.0,65.0,1011.1,1008.1,5.0,5.0,30.2,32.4,No,Yes
75678,2012-02-13,Batna,25.6,33.3,2.8,7.0,11.7,SE,35.0,ENE,NW,9.0,17.0,75.0,62.0,1011.8,1008.5,4.0,2.0,29.2,32.1,Yes,No
75679,2012-02-14,Sidi Bel Abbes,25.2,33.6,0.0,7.8,11.1,NW,33.0,ESE,NW,7.0,20.0,65.0,56.0,1011.0,1007.8,6.0,7.0,29.7,32.3,No,No
75680,2012-02-15,Sidi Bel Abbes,25.8,33.4,0.0,8.2,11.0,SE,54.0,NW,WNW,9.0,20.0,71.0,61.0,1009.7,1006.3,5.0,4.0,29.8,32.5,No,No
75681,2012-02-16,Oran,23.6,33.1,0.8,7.6,10.8,WNW,28.0,NE,N,4.0,17.0,78.0,64.0,1009.6,1007.0,1.0,5.0,29.0,31.1,No,No
75682,2012-02-17,Batna,26.2,34.4,0.0,4.4,9.0,NW,33.0,E,WNW,11.0,20.0,69.0,65.0,1009.5,1006.0,3.0,6.0,30.4,32.0,No,No
75683,2012-02-18,Bejaia,25.7,34.0,0.0,7.2,5.8,E,61.0,ESE,N,15.0,19.0,71.0,70.0,1009.9,1006.3,6.0,7.0,29.7,31.0,No,Yes
75684,2012-02-19,Oran,22.6,32.9,2.0,5.8,7.1,N,39.0,SSE,NE,13.0,13.0,86.0,59.0,1011.4,1007.1,7.0,6.0,25.1,32.2,Yes,No
75685,2012-02-20,Sidi Bel Abbes,24.5,32.3,0.8,5.4,8.0,ENE,33.0,E,W,13.0,17.0,83.0,63.0,1010.4,1007.5,7.0,7.0,26.3,31.7,No,Yes
75686,2012-02-21,Annaba,25.3,31.8,2.2,4.6,2.6,N,30.0,NNE,NNW,19.0,20.0,81.0,67.0,1009.1,1006.2,7.0,7.0,27.3,30.2,Yes,No
75687,2012-02-22,Skikda,25.8,29.2,0.4,4.8,0.3,NNW,24.0,W,NNW,9.0,7.0,79.0,92.0,1008.6,1006.5,7.0,8.0,28.9,25.8,No,Yes
75688,2012-02-23,Skikda,23.4,31.6,2.6,3.0,7.5,SSE,30.0,ESE,ESE,15.0,24.0,82.0,83.0,1009.3,1007.1,5.0,7.0,27.4,26.3,Yes,Yes
75689,2012-02-24,Oran,24.9,32.9,11.2,6.8,5.9,N,33.0,E,NNW,9.0,17.0,93.0,60.0,1008.0,1005.9,6.0,7.0,26.2,30.7,Yes,No
75690,2012-02-25,Constantine,24.7,33.5,0.2,4.0,6.5,NNW,31.0,E,NNW,13.0,19.0,83.0,51.0,1008.1,1005.6,7.0,7.0,27.4,32.7,No,No
75691,2012-02-26,Annaba,24.7,33.3,0.0,6.0,8.4,N,28.0,SE,NW,11.0,17.0,81.0,65.0,1008.5,1004.9,6.0,7.0,27.1,30.7,No,Yes
75692,2012-02-27,Batna,24.6,32.5,16.8,6.0,6.1,SSW,33.0,ESE,NNW,7.0,20.0,92.0,61.0,1007.8,1004.2,7.0,7.0,25.8,32.2,Yes,No
75693,2012-02-28,Oran,24.8,32.8,0.6,5.0,4.7,N,31.0,SE,SSW,13.0,11.0,78.0,62.0,1005.8,1003.0,7.0,7.0,27.5,32.0,No,Yes
75694,2012-02-29,Skikda,24.8,31.8,23.2,5.0,4.3,WNW,37.0,SW,SW,11.0,6.0,90.0,63.0,1007.5,1003.3,7.0,7.0,26.9,31.2,Yes,Yes
75695,2012-03-01,Oran,25.2,30.0,9.2,3.8,1.4,WSW,44.0,S,NNE,2.0,9.0,78.0,95.0,1006.5,1004.2,7.0,7.0,27.8,24.8,Yes,Yes
75696,2012-03-02,Algiers,23.7,31.0,72.2,,3.4,WSW,48.0,NW,NW,17.0,31.0,94.0,71.0,1005.1,1001.9,8.0,7.0,24.8,30.1,Yes,Yes
75697,2012-03-03,Bejaia,23.8,31.3,22.6,5.4,3.1,NW,35.0,NNW,WNW,13.0,26.0,91.0,72.0,1005.4,1003.3,6.0,7.0,27.2,29.6,Yes,No
75698,2012-03-04,Blida,25.5,31.8,0.0,2.4,3.2,NNW,30.0,NNW,NW,7.0,17.0,81.0,69.0,1007.1,1004.4,7.0,7.0,28.9,30.6,No,No
75699,2012-03-05,Algiers,25.1,30.8,0.2,3.8,2.3,ESE,30.0,ENE,NE,11.0,7.0,80.0,96.0,1008.0,1004.9,6.0,8.0,29.5,24.7,No,Yes
75700,2012-03-06,Setif,23.7,32.7,91.0,10.6,6.3,N,33.0,SE,NW,13.0,15.0,90.0,65.0,1008.1,1004.6,7.0,7.0,25.8,31.4,Yes,Yes
75701,2012-03-07,Blida,23.8,32.2,28.8,5.8,9.3,SE,72.0,SSE,WNW,7.0,19.0,79.0,66.0,1006.6,1003.1,6.0,7.0,28.2,31.0,Yes,Yes
75702,2012-03-08,Sidi Bel Abbes,22.5,33.1,4.6,5.4,9.3,ENE,39.0,SE,NNW,17.0,17.0,77.0,66.0,1006.0,1002.5,6.0,5.0,26.7,31.3,Yes,No
75703,2012-03-09,Constantine,25.5,32.6,0.0,6.8,6.6,ESE,31.0,ENE,NW,15.0,17.0,89.0,60.0,1007.2,1003.4,8.0,6.0,26.3,32.3,No,No
75704,2012-03-10,Annaba,24.5,33.2,0.0,3.2,6.6,ESE,61.0,SE,WNW,17.0,11.0,88.0,58.0,1007.3,1003.2,7.0,7.0,26.3,32.2,No,Yes
75705,2012-03-11,Bejaia,24.0,32.4,24.0,8.0,4.7,SSE,48.0,S,ENE,19.0,9.0,82.0,94.0,1006.2,1003.2,7.0,8.0,27.6,26.9,Yes,Yes
75706,2012-03-12,Blida,24.7,30.1,16.0,2.8,0.9,NE,43.0,E,ENE,24.0,24.0,89.0,91.0,1005.3,1003.2,8.0,8.0,27.1,26.8,Yes,Yes
75707,2012-03-13,Batna,25.4,30.0,21.4,3.0,0.3,N,54.0,ENE,NNE,13.0,20.0,91.0,84.0,1005.5,1002.3,8.0,8.0,27.1,28.2,Yes,Yes
75708,2012-03-14,Algiers,24.1,29.8,142.2,,0.5,WNW,78.0,WNW,NW,33.0,28.0,98.0,84.0,1005.9,1002.5,8.0,8.0,24.5,28.3,Yes,Yes
75709,2012-03-15,Blida,23.3,29.2,96.8,6.6,0.0,NW,85.0,WNW,WNW,22.0,24.0,98.0,85.0,1005.8,1003.6,8.0,8.0,24.2,27.5,Yes,Yes
75710,2012-03-16,Blida,23.0,31.0,17.6,3.8,0.0,WNW,48.0,WNW,WNW,22.0,30.0,76.0,72.0,1006.2,1004.4,8.0,8.0,29.0,30.2,Yes,Yes
75711,2012-03-17,Sidi Bel Abbes,24.5,30.6,7.0,2.6,2.1,WSW,61.0,WNW,WNW,24.0,19.0,76.0,73.0,1006.6,1004.1,7.0,8.0,29.8,28.7,Yes,Yes
75712,2012-03-18,Sidi Bel Abbes,24.0,31.3,6.2,3.2,3.2,W,46.0,W,W,17.0,30.0,82.0,70.0,1007.5,1003.8,7.0,7.0,28.5,30.9,Yes,No
75713,2012-03-19,Algiers,26.7,32.5,0.0,4.2,6.3,WNW,43.0,W,W,22.0,31.0,81.0,67.0,1006.2,1002.8,6.0,7.0,29.2,31.8,No,No
75714,2012-03-20,Batna,27.5,32.6,0.0,6.2,7.0,WNW,43.0,W,WNW,24.0,31.0,78.0,69.0,1005.1,1002.4,6.0,6.0,29.2,31.4,No,No
75715,2012-03-21,Constantine,27.5,32.7,0.0,6.0,7.8,WNW,46.0,W,WNW,24.0,33.0,71.0,64.0,1006.4,1004.3,7.0,5.0,30.1,31.3,No,No
75716,2012-03-22,Algiers,27.0,32.0,0.0,6.2,5.3,WNW,41.0,W,WNW,15.0,28.0,79.0,66.0,1008.2,1005.4,6.0,7.0,29.2,30.9,No,Yes
75717,2012-03-23,Oran,25.8,31.3,3.2,4.8,2.6,NW,30.0,SW,WNW,15.0,15.0,79.0,60.0,1010.5,1006.8,7.0,7.0,28.3,31.0,Yes,No
75718,2012-03-24,Setif,25.9,32.7,0.0,4.4,7.6,WNW,35.0,SSW,NNW,15.0,20.0,80.0,77.0,1009.8,1006.6,6.0,5.0,28.7,29.9,No,Yes
75719,2012-03-25,Algiers,24.1,32.2,2.8,5.4,11.2,ESE,35.0,SE,ESE,17.0,13.0,67.0,39.0,1010.8,1007.4,4.0,2.0,26.8,31.8,Yes,No
75720,2012-03-26,Oran,22.8,32.1,0.0,5.6,11.3,NW,26.0,SSE,NW,13.0,17.0,66.0,53.0,1011.0,1007.7,2.0,5.0,27.6,30.9,No,No
75721,2012-03-27,Batna,23.9,33.3,0.0,6.4,10.4,WSW,37.0,SSW,NW,13.0,26.0,68.0,54.0,1011.6,1008.4,5.0,6.0,28.9,31.7,No,No
75722,2012-03-28,Annaba,27.0,33.1,0.0,6.8,6.0,NW,30.0,SW,NW,11.0,17.0,80.0,60.0,1011.3,1007.7,8.0,7.0,27.8,32.3,No,Yes
75723,2012-03-29,Algiers,24.2,32.8,6.6,4.2,5.1,NE,33.0,E,WNW,4.0,13.0,89.0,68.0,1012.2,1008.0,7.0,7.0,26.4,31.2,Yes,No
75724,2012-03-30,Sidi Bel Abbes,26.1,34.0,0.0,7.2,11.0,NNE,33.0,SSW,NNW,15.0,19.0,80.0,57.0,1011.6,1007.7,2.0,2.0,29.1,32.5,No,No
75725,2012-03-31,Algiers,25.4,32.5,0.0,3.8,10.2,WNW,28.0,NNE,NW,9.0,17.0,70.0,61.0,1013.7,1009.5,2.0,1.0,29.4,31.3,No,No
75726,2012-04-01,Sidi Bel Abbes,23.6,33.8,0.0,6.2,11.2,NE,65.0,ENE,NW,6.0,20.0,65.0,58.0,1013.9,1009.6,3.0,3.0,28.8,31.6,No,Yes
75727,2012-04-02,Algiers,22.7,32.0,2.8,7.0,8.4,SSW,39.0,SSE,N,9.0,17.0,73.0,61.0,1014.8,1011.4,6.0,3.0,28.9,31.3,Yes,Yes
75728,2012-04-03,Blida,23.3,33.3,1.4,5.6,11.2,NW,33.0,ESE,NW,11.0,22.0,69.0,55.0,1015.7,1012.0,1.0,2.0,29.3,31.6,Yes,No
75729,2012-04-04,Constantine,25.0,32.5,0.0,7.0,10.2,NW,30.0,ENE,WNW,11.0,20.0,69.0,53.0,1014.9,1010.6,3.0,6.0,29.4,31.6,No,No
75730,2012-04-05,Constantine,24.2,33.8,0.0,5.0,10.8,NNW,37.0,NNE,NNW,7.0,20.0,73.0,60.0,1013.7,1010.1,3.0,5.0,29.4,31.6,No,No
75731,2012-04-06,Setif,24.0,33.2,0.0,7.6,11.0,NNW,31.0,E,N,7.0,22.0,69.0,56.0,1013.6,1010.1,5.0,4.0,29.6,31.9,No,No
75732,2012-04-07,Setif,24.7,32.5,0.0,6.6,11.0,NW,30.0,NNW,NNW,9.0,20.0,65.0,67.0,1013.1,1009.6,1.0,2.0,29.7,30.2,No,No
75733,2012-04-08,Blida,23.9,33.9,0.8,5.6,10.8,NE,31.0,E,E,11.0,15.0,69.0,41.0,1013.7,1009.4,3.0,3.0,28.7,33.0,No,No
75734,2012-04-09,Blida,24.6,34.5,0.0,7.6,11.2,ESE,37.0,E,ESE,15.0,17.0,68.0,37.0,1013.5,1009.5,1.0,2.0,29.4,33.5,No,No
75735,2012-04-10,Blida,24.2,34.2,0.0,7.0,9.7,ESE,39.0,E,E,11.0,17.0,69.0,44.0,1013.6,1009.9,1.0,4.0,29.3,32.9,No,Yes
75736,2012-04-11,Blida,24.1,33.1,1.8,7.4,10.7,E,41.0,SE,ESE,24.0,19.0,62.0,42.0,1012.6,1009.0,3.0,4.0,27.0,32.4,Yes,No
75737,2012-04-12,Annaba,23.9,32.9,0.0,8.6,9.4,ESE,44.0,ESE,E,24.0,26.0,60.0,43.0,1012.0,1009.1,7.0,7.0,27.8,32.2,No,Yes
75738,2012-04-13,Skikda,23.7,33.1,2.6,9.4,9.8,ESE,46.0,SE,ESE,24.0,26.0,71.0,47.0,1013.1,1009.5,4.0,5.0,26.3,31.2,Yes,Yes
75739,2012-04-14,Setif,23.7,33.4,8.2,6.0,9.8,ENE,39.0,ESE,ENE,22.0,19.0,72.0,51.0,1013.0,1009.4,7.0,5.0,27.8,33.2,Yes,Yes
75740,2012-04-15,Blida,24.5,33.9,2.6,6.8,10.0,E,41.0,ESE,E,15.0,26.0,71.0,43.0,1012.7,1008.7,6.0,2.0,28.1,33.6,Yes,No
75741,2012-04-16,Constantine,24.5,34.3,0.0,6.2,11.0,SE,37.0,ESE,ESE,13.0,20.0,62.0,35.0,1011.1,1007.1,3.0,3.0,28.4,33.7,No,No
75742,2012-04-17,Annaba,24.7,34.6,0.0,7.6,11.2,ESE,48.0,SE,E,17.0,24.0,59.0,43.0,1009.3,1005.3,7.0,7.0,28.6,33.7,No,No
75743,2012-04-18,Bejaia,25.2,34.5,0.0,7.0,5.2,ESE,37.0,SE,ESE,17.0,17.0,70.0,40.0,1008.5,1005.1,7.0,7.0,28.6,33.7,No,No
